title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours
Add Currency-api API,2021-06-07T19:51:46Z,2021-06-10T06:07:40Z,2021-06-10T06:07:40Z,2,,58.265
Add smartsheet-API,2021-06-08T14:25:33Z,2021-06-10T06:29:15Z,2021-06-10T06:29:15Z,1,,40.06166666666667
Remove deprecated Github Jobs API,2021-06-08T18:33:05Z,2021-06-09T05:43:52Z,2021-06-09T05:43:52Z,1,,11.179722222222223
Add WolneLektury.pl API to Books,2021-06-09T12:21:12Z,2021-06-10T06:14:38Z,2021-06-10T06:14:38Z,1,,17.890555555555554
Add Quran-api API,2021-06-10T13:42:38Z,2021-06-10T17:12:29Z,2021-06-10T17:12:29Z,1,,3.4975
Add Passwordinator to Security,2021-06-13T10:49:12Z,2021-06-25T02:25:17Z,2021-06-25T02:25:17Z,2,,279.6013888888889
Add TLE API,2021-06-14T07:54:01Z,,2021-10-05T05:26:09Z,2,,2709.5355555555557
Changed domain name of inspiration (personality),2021-06-14T09:54:52Z,2021-06-16T06:15:52Z,2021-06-16T06:15:52Z,1,,44.35
Add Ciprand API to Development,2021-06-17T11:13:55Z,2021-06-21T15:49:33Z,2021-06-21T15:49:33Z,1,,100.59388888888888
carro-1 removed carro socore from list,2021-06-17T21:36:41Z,2021-06-19T16:20:51Z,2021-06-19T16:20:51Z,1,,42.736111111111114
Add OpenSky Network API and remove Salesfly PDF API,2021-06-18T16:06:51Z,2021-06-23T13:07:27Z,2021-06-23T13:07:27Z,3,,117.01
Add Black History Facts to Open Data,2021-06-26T02:22:13Z,,2021-10-03T03:08:42Z,2,,2376.7747222222224
Add Affirmations API,2021-06-27T02:12:06Z,2021-06-27T20:57:04Z,2021-06-27T20:57:04Z,1,,18.749444444444446
"Added ""reqres.in"" to the ""Test Data"" section",2021-07-02T13:06:23Z,2021-07-05T12:43:18Z,2021-07-05T12:43:18Z,2,,71.61527777777778
Add Covalent API,2021-07-03T08:25:05Z,2021-07-04T15:19:55Z,2021-07-04T15:19:55Z,1,,30.913888888888888
Add AIForThai API,2021-07-03T17:14:30Z,2021-07-21T00:54:40Z,2021-07-21T00:54:40Z,2,,415.6694444444444
Add Quran Cloud API,2021-07-03T17:44:59Z,2021-07-05T18:23:43Z,2021-07-05T18:23:43Z,1,,48.64555555555555
Add Cloudflare Trace API,2021-07-06T03:53:03Z,2021-07-14T03:26:56Z,2021-07-14T03:26:56Z,2,,191.56472222222223
Add Icanhazepoch API,2021-07-06T04:02:23Z,2021-07-14T03:32:44Z,2021-07-14T03:32:44Z,1,,191.50583333333333
Add host-t.com DNS API,2021-07-06T08:54:24Z,2021-07-21T01:25:54Z,2021-07-21T01:25:54Z,1,,352.525
Add Httpbin Cloudflare API,2021-07-08T02:11:07Z,2021-07-21T01:41:16Z,2021-07-21T01:41:16Z,2,,311.5025
Add KSoft.Si Lyrics,2021-07-09T06:31:11Z,2021-07-21T17:09:28Z,2021-07-21T17:09:28Z,5,,298.6380555555556
"Add Auth0, Micro User, Stytch and create a new section Authentication",2021-07-10T08:33:20Z,2021-07-21T16:30:34Z,2021-07-21T16:30:34Z,6,,271.9538888888889
Added Axolotl API,2021-07-10T19:40:01Z,,2021-07-23T18:01:56Z,8,,310.3652777777778
"Removed gofile.io, file download is not working",2021-07-12T00:16:15Z,,2021-07-23T17:59:50Z,1,,281.7263888888889
Add Singapore Weather Reading API,2021-07-14T08:41:16Z,2021-07-29T04:11:16Z,2021-07-29T04:11:16Z,3,,355.5
"Added ""Free Dictionary API"" to Dictionaries",2021-07-14T19:25:06Z,2021-07-23T20:01:07Z,2021-07-23T20:01:07Z,3,,216.6002777777778
Add Mario Kart Tour API,2021-07-15T22:22:22Z,2021-07-23T18:48:24Z,2021-07-23T18:48:24Z,2,,188.4338888888889
Add Brazil API,2021-07-16T12:52:22Z,2021-07-22T04:55:09Z,2021-07-22T04:55:10Z,2,,136.04638888888888
Add SeatGeek to Events section,2021-07-16T13:14:16Z,2021-07-23T19:00:52Z,2021-07-23T19:00:52Z,3,,173.77666666666667
Added transport for Norway (Entur),2021-07-16T13:59:31Z,2021-07-23T19:53:22Z,2021-07-23T19:53:22Z,2,,173.8975
Add PyOpenD6 to Games & Comics,2021-07-16T20:01:34Z,,2021-08-22T20:18:41Z,2,,888.2852777777778
Add Polygon API to Finance,2021-07-17T18:41:01Z,2021-07-23T21:09:04Z,2021-07-23T21:09:04Z,2,,146.4675
HEP Inspire link was out of date,2021-07-18T23:42:31Z,2021-07-22T05:04:35Z,2021-07-22T05:04:35Z,2,,77.36777777777777
[+] Add official APOD API from NASA,2021-07-19T14:17:02Z,,2021-07-22T11:19:49Z,1,,69.04638888888888
Add Findwork.dev to Jobs,2021-07-20T10:43:04Z,2021-07-21T16:41:10Z,2021-07-21T16:41:10Z,2,,29.968333333333334
Add barter.vg API,2021-07-20T18:57:07Z,2021-07-21T16:17:03Z,2021-07-21T16:17:03Z,1,,21.33222222222222
Added & improved Steam API,2021-07-20T19:11:49Z,2021-07-25T13:36:24Z,2021-07-25T13:36:24Z,1,,114.40972222222223
removed broken Taylor link,2021-07-21T00:08:47Z,2021-07-21T16:15:18Z,2021-07-21T16:15:18Z,1,,16.10861111111111
Add TCGdex,2021-07-21T15:10:56Z,2021-07-22T08:05:01Z,2021-07-22T08:05:01Z,3,,16.90138888888889
Add ORB Intelligence API,2021-07-22T19:27:47Z,2021-07-24T05:06:18Z,2021-07-24T05:06:18Z,2,,33.64194444444445
Add Airtable API to Documents & Productivity,2021-07-23T04:29:00Z,2021-07-31T22:07:40Z,2021-07-31T22:07:40Z,2,,209.64444444444445
Added some more Minecraft APIs,2021-07-23T14:11:17Z,,2021-07-30T03:57:14Z,1,,157.76583333333335
"Add: Open Government, Mexico",2021-07-24T03:15:58Z,2021-07-30T04:54:20Z,2021-07-30T04:54:20Z,1,,145.63944444444445
"Add: Open Government, Colombia",2021-07-24T03:26:17Z,2021-07-30T05:32:04Z,2021-07-30T05:32:04Z,1,,146.0963888888889
Add: INEI from PERU,2021-07-24T03:58:26Z,2021-07-31T22:13:28Z,2021-07-31T22:13:28Z,2,,186.25055555555556
Adding PredictHQ,2021-07-25T22:57:45Z,,2021-07-30T06:19:13Z,1,,103.35777777777778
Add LAPIS API,2021-07-26T11:10:11Z,2021-07-30T06:24:05Z,2021-07-30T06:24:05Z,1,,91.23166666666667
Added yfinance python module,2021-07-26T14:36:33Z,,2021-08-02T02:21:45Z,1,,155.75333333333333
Add FingerprintJS Pro API,2021-07-27T09:29:42Z,2021-08-02T17:31:21Z,2021-08-02T17:31:21Z,2,,152.0275
Add mailsac,2021-07-28T12:57:24Z,2021-08-02T03:46:47Z,2021-08-02T03:46:48Z,1,,110.82305555555556
Add AerisWeather,2021-07-28T18:41:03Z,,2021-08-02T03:58:12Z,1,,105.28583333333333
Add botd API,2021-07-29T12:42:38Z,2021-08-02T04:13:48Z,2021-08-02T04:13:48Z,1,,87.51944444444445
Add Tankerkoenig API to transportation,2021-07-30T13:26:58Z,2021-08-02T04:25:06Z,2021-08-02T04:25:06Z,1,,62.96888888888889
Add Final Space API to Games & Comics,2021-07-31T06:47:18Z,,2021-08-02T04:39:37Z,1,,45.871944444444445
Add wttr API to Weather,2021-07-31T20:31:46Z,,2021-08-02T20:17:24Z,2,,47.760555555555555
Add Socrata API,2021-08-01T02:19:09Z,2021-08-02T17:36:04Z,2021-08-02T17:36:04Z,2,,39.28194444444444
Add Geokeo,2021-08-01T07:41:51Z,,2021-09-02T13:45:48Z,2,,774.0658333333333
Add Aletheia API,2021-08-02T13:41:10Z,2021-08-02T17:50:45Z,2021-08-02T17:50:45Z,1,,4.159722222222222
Add wttr API to Weather,2021-08-02T20:27:38Z,2021-08-03T12:49:28Z,2021-08-03T12:49:28Z,1,,16.363888888888887
"Add open data, Poland goverment",2021-08-03T13:09:27Z,2021-09-02T12:48:26Z,2021-09-02T12:48:26Z,3,,719.6497222222222
Add Mono API,2021-08-05T02:57:43Z,2021-08-07T14:32:21Z,2021-08-07T14:32:21Z,1,,59.577222222222225
Remove broken link Russian State Duma Open Data,2021-08-05T09:16:14Z,,2021-08-12T19:22:15Z,1,,178.1002777777778
Add Open Data Portal Russia and Remove duma.gov.ru,2021-08-05T09:55:17Z,2021-08-14T21:08:35Z,2021-08-14T21:08:35Z,3,,227.22166666666666
Add Web3 Storage API,2021-08-10T16:33:50Z,2021-08-12T19:49:32Z,2021-08-12T19:49:32Z,1,,51.26166666666666
Add CryptoTradingAPI.io API,2021-08-11T05:12:29Z,2021-08-12T19:53:33Z,2021-08-12T19:53:33Z,2,,38.684444444444445
Update README.md,2021-08-12T10:02:45Z,,2021-08-12T20:01:31Z,1,,9.979444444444445
Add BC Ferries API,2021-08-12T18:22:34Z,2021-08-12T20:09:39Z,2021-08-12T20:09:39Z,1,,1.7847222222222223
Add Clico API,2021-08-13T13:24:05Z,2021-10-05T04:00:44Z,2021-10-05T04:00:44Z,2,,1262.6108333333334
Add Bank of Russia API to Currency Exchange,2021-08-13T13:39:01Z,2021-08-17T04:57:48Z,2021-08-17T04:57:48Z,1,,87.31305555555555
Add random-d.uk to Animals,2021-08-13T17:20:32Z,2021-08-14T05:18:24Z,2021-08-14T05:18:24Z,1,,11.964444444444444
fix: typo spelling grammar,2021-08-14T03:22:28Z,2021-08-14T05:12:41Z,2021-08-14T05:12:41Z,1,,1.8369444444444445
remove broken link,2021-08-15T01:58:14Z,2021-08-15T12:27:06Z,2021-08-15T12:27:06Z,1,,10.481111111111112
Updates Rest Countries API link,2021-08-15T14:38:52Z,2021-08-16T06:56:53Z,2021-08-16T06:56:53Z,1,,16.30027777777778
Add Spanish random names API,2021-08-19T11:57:01Z,,2021-10-03T00:31:27Z,1,,1068.5738888888889
Changed Bible API from Portugese landing page to English,2021-08-19T17:06:49Z,2021-08-20T08:17:50Z,2021-08-20T08:17:50Z,1,,15.18361111111111
Add Doge-Meme API,2021-08-19T18:59:56Z,2021-08-23T05:54:06Z,2021-08-23T05:54:06Z,1,,82.90277777777777
add sports places & sport vision api,2021-08-20T13:22:23Z,2021-08-23T17:27:17Z,2021-08-23T17:27:17Z,3,,76.08166666666666
Added MalShare,2021-08-20T17:20:57Z,2021-09-01T05:59:54Z,2021-09-01T05:59:54Z,1,,276.64916666666664
"Updated Smartsheet link to current, old link deprecated",2021-08-21T04:03:58Z,2021-08-21T06:25:48Z,2021-08-21T06:25:48Z,1,,2.363888888888889
Add bundestag DIP API,2021-08-22T09:20:55Z,,2021-10-06T02:40:14Z,3,,1073.3219444444444
Add ISRO,2021-08-23T18:17:22Z,2021-08-24T13:19:04Z,2021-08-24T13:19:04Z,1,,19.028333333333332
Improve README.md,2021-08-24T10:17:57Z,2021-08-24T11:57:17Z,2021-08-24T11:57:17Z,1,,1.6555555555555554
Add Perspective API,2021-08-25T03:51:56Z,2021-08-26T03:56:49Z,2021-08-26T03:56:49Z,2,,24.08138888888889
Add Cross Universe to Games & Comics,2021-08-25T13:19:11Z,2021-08-26T03:30:27Z,2021-08-26T03:30:27Z,1,,14.187777777777777
Remove SoundCloud,2021-08-25T16:36:36Z,2021-08-26T03:45:24Z,2021-08-26T03:45:24Z,1,,11.146666666666667
Add Hong Kong Observatory API,2021-08-26T08:53:49Z,2021-09-01T05:53:54Z,2021-09-01T05:53:54Z,3,,141.0013888888889
Added LibreTranslate to list,2021-08-26T09:46:22Z,2021-08-29T08:01:16Z,2021-08-29T08:01:16Z,2,,70.24833333333333
Add MMO Games API,2021-08-26T20:21:38Z,2021-08-27T17:04:26Z,2021-08-27T17:04:26Z,1,,20.713333333333335
Add irisnet API,2021-08-27T07:57:01Z,2021-09-14T06:28:09Z,2021-09-14T06:28:09Z,3,,430.5188888888889
Add Coinremitter API,2021-08-27T13:22:23Z,2021-08-29T07:55:34Z,2021-08-29T07:55:34Z,1,,42.55305555555555
Add Open-Meteo API to Weather,2021-08-28T18:17:28Z,2021-08-29T07:58:36Z,2021-08-29T07:58:36Z,1,,13.685555555555556
Add Cloudbet API to list of Sports & Fitness APIs,2021-08-31T09:54:25Z,2021-09-01T06:10:39Z,2021-09-01T06:10:39Z,1,,20.270555555555557
🏎️ Added Forza-API,2021-08-31T13:54:22Z,2021-09-02T15:14:43Z,2021-09-02T15:14:43Z,5,,49.339166666666664
Added bitquery blockchain data APIs to correct order,2021-08-31T15:42:23Z,2021-09-01T05:41:42Z,2021-09-01T05:41:42Z,2,,13.988611111111112
Added Geokeo geocoding API in alphabetical order,2021-09-01T08:10:07Z,2021-09-02T13:45:45Z,2021-09-02T13:45:45Z,4,,29.593888888888888
Add GoTiny API,2021-09-01T09:51:11Z,2021-09-02T13:20:44Z,2021-09-02T13:20:44Z,1,,27.4925
Add NekosBest API to Anime,2021-09-01T12:18:05Z,2021-09-02T13:27:12Z,2021-09-02T13:27:12Z,1,,25.151944444444446
Added MojoAuth in authentication category,2021-09-02T10:20:39Z,2021-09-11T04:06:59Z,2021-09-11T04:06:59Z,2,,209.7722222222222
"Add Apihouse, an alternative site of Public APIs project",2021-09-02T13:07:15Z,2021-09-02T15:06:55Z,2021-09-02T15:06:55Z,2,,1.9944444444444445
Edit football-data API info,2021-09-03T06:37:10Z,2021-09-03T11:22:09Z,2021-09-03T11:22:09Z,1,,4.749722222222222
Add Roboflow Universe API,2021-09-03T14:29:32Z,2021-09-14T20:50:54Z,2021-09-14T20:50:54Z,1,,270.3561111111111
Add Rustybeer API,2021-09-03T17:26:44Z,2021-09-14T20:54:39Z,2021-09-14T20:54:39Z,2,,267.46527777777777
added Humor API,2021-09-04T21:32:21Z,2021-09-16T21:26:12Z,2021-09-16T21:26:12Z,2,,287.8975
added football standings and phone specifications API,2021-09-05T02:00:50Z,2021-09-14T22:28:42Z,2021-09-14T22:28:42Z,3,,236.46444444444444
Remove CoinDesk API,2021-09-05T08:42:50Z,2021-09-11T04:26:14Z,2021-09-11T04:26:14Z,1,,139.72333333333333
Add Icon Horse API to Design,2021-09-05T20:20:03Z,2021-09-14T21:25:41Z,2021-09-14T21:25:41Z,1,,217.0938888888889
Add supportivekoala API,2021-09-06T20:06:14Z,2021-10-03T04:09:36Z,2021-10-03T04:09:36Z,2,,632.0561111111111
Add Rejax API to Development,2021-09-07T07:33:15Z,2021-09-15T08:50:55Z,2021-09-15T08:50:55Z,2,,193.29444444444445
Forza: Change link to docs,2021-09-07T13:02:22Z,2021-09-11T04:11:02Z,2021-09-11T04:11:02Z,1,,87.14444444444445
Added Fun Facts API,2021-09-09T12:03:17Z,,2021-09-15T07:49:27Z,1,,139.76944444444445
Add Ayrshare API,2021-09-09T18:42:50Z,2021-09-14T22:45:10Z,2021-09-14T22:45:10Z,2,,124.03888888888889
Add quoteclear API,2021-09-09T21:02:01Z,2021-09-14T22:03:45Z,2021-09-14T22:03:45Z,2,,121.02888888888889
YoutubeTags API,2021-09-10T15:18:45Z,,2021-09-14T22:14:06Z,2,,102.9225
Added Inshorts News API,2021-09-10T15:19:35Z,2021-09-15T02:12:32Z,2021-09-15T02:12:32Z,2,,106.8825
Add ifconfig.co,2021-09-12T16:21:20Z,,2021-09-14T22:34:57Z,1,,54.22694444444444
Added Fun Facts API,2021-09-15T06:24:43Z,2021-09-15T08:55:01Z,2021-09-15T08:55:01Z,1,,2.505
Add RAWG.io,2021-09-16T09:04:57Z,2021-09-17T21:39:38Z,2021-09-17T21:39:38Z,2,,36.57805555555556
Add Mangadex API,2021-09-16T15:42:12Z,,2021-09-27T18:51:18Z,1,,267.15166666666664
Add Hotstoks API,2021-09-17T03:55:18Z,2021-09-17T21:51:45Z,2021-09-17T21:51:45Z,1,,17.940833333333334
Add SavePage.io API,2021-09-17T09:03:53Z,2021-09-17T21:58:40Z,2021-09-17T21:58:40Z,1,,12.913055555555555
Add Lucifer Quotes API,2021-09-17T15:30:32Z,2021-09-17T22:06:46Z,2021-09-17T22:06:46Z,1,,6.603888888888889
Add Stranger Things Quotes API,2021-09-17T15:47:08Z,2021-09-17T22:09:54Z,2021-09-17T22:09:54Z,1,,6.379444444444444
"Update T.LY, requires API key",2021-09-18T18:18:01Z,2021-09-23T19:31:03Z,2021-09-23T19:31:03Z,1,,121.21722222222222
movie db added,2021-09-20T17:34:42Z,,2021-09-23T19:44:37Z,1,,74.16527777777777
News API added,2021-09-20T17:40:28Z,,2021-09-23T19:52:21Z,1,,74.19805555555556
Fix typo,2021-09-21T00:44:38Z,2021-09-22T11:31:59Z,2021-09-22T11:31:59Z,1,,34.78916666666667
Add Mercadolibre API,2021-09-21T17:35:00Z,2021-09-23T19:58:08Z,2021-09-23T19:58:08Z,1,,50.385555555555555
Remove SWAPI duplication,2021-09-24T13:40:19Z,,2021-09-24T18:45:17Z,1,,5.082777777777777
Add sawolabs to the Authentication listing,2021-09-25T07:47:26Z,,2021-10-05T05:33:17Z,1,,237.76416666666665
Add Collective APIs Site on Alternative Sites,2021-09-26T10:08:41Z,2021-09-27T01:10:35Z,2021-09-27T01:10:35Z,3,,15.031666666666666
Add Duply.co,2021-09-28T03:19:13Z,2021-09-30T07:46:31Z,2021-09-30T07:46:32Z,1,,52.455
Add APIGratis.com.br ,2021-09-28T14:43:41Z,,2021-10-01T11:41:42Z,1,,68.96694444444445
Add Anime Facts,2021-09-30T05:54:43Z,2021-10-01T06:54:37Z,2021-10-01T06:54:37Z,1,,24.998333333333335
Base api added,2021-10-01T04:06:55Z,2021-10-01T07:10:42Z,2021-10-01T07:10:42Z,1,,3.0630555555555556
Add APIGratis.com.br,2021-10-01T11:40:10Z,2021-10-04T18:45:18Z,2021-10-04T18:45:18Z,2,,79.08555555555556
Add Speedtest-cli API to Open Source Projects,2021-10-01T13:14:36Z,,2021-10-02T03:27:25Z,1,,14.213611111111112
Add ESPN APIs,2021-10-02T03:05:44Z,,2021-10-03T04:29:08Z,1,,25.39
Add Cowin,2021-10-02T04:34:39Z,2021-10-02T19:39:28Z,2021-10-02T19:39:28Z,1,,15.080277777777777
Add Api for transports in UK,2021-10-02T06:37:04Z,,2021-11-03T23:10:39Z,1,,784.5597222222223
Add Bruzu API in Photography,2021-10-02T06:39:42Z,2021-10-02T20:00:43Z,2021-10-02T20:00:43Z,1,,13.350277777777778
Add Spanish random names API,2021-10-02T06:42:40Z,2021-10-03T00:30:18Z,2021-10-03T00:30:18Z,2,,17.79388888888889
Add IMDbOT API,2021-10-02T06:57:52Z,2021-10-03T04:49:48Z,2021-10-03T04:49:48Z,2,,21.865555555555556
Add Kakao API to Social,2021-10-02T10:12:09Z,2021-10-02T20:49:12Z,2021-10-02T20:49:13Z,1,,10.6175
Add NAVER API,2021-10-02T10:56:23Z,2021-10-02T20:58:12Z,2021-10-02T20:58:12Z,1,,10.030277777777778
Add skyscanner api,2021-10-02T11:11:05Z,2021-10-03T04:34:31Z,2021-10-03T04:34:31Z,2,,17.390555555555554
add songlink / odesli API,2021-10-02T11:45:00Z,2021-10-03T01:30:56Z,2021-10-03T01:30:56Z,1,,13.765555555555556
Add Festivo Public Holiday,2021-10-02T11:45:22Z,2021-10-02T13:32:11Z,2021-10-02T13:32:11Z,1,,1.7802777777777778
Add Dev.to,2021-10-02T12:12:39Z,2021-10-03T01:46:40Z,2021-10-03T01:46:40Z,1,,13.566944444444445
Add ApiMedic,2021-10-02T12:18:15Z,2021-10-03T01:59:29Z,2021-10-03T01:59:29Z,1,,13.687222222222223
Add The Covid Tracking Project API,2021-10-02T12:22:38Z,2021-10-03T02:14:15Z,2021-10-03T02:14:15Z,1,,13.860277777777778
Add ipfind.io,2021-10-02T12:34:51Z,2021-10-03T02:23:34Z,2021-10-03T02:23:35Z,1,,13.811944444444444
Add CurrencyFreaks,2021-10-02T12:34:57Z,2021-10-03T02:28:06Z,2021-10-03T02:28:06Z,1,,13.885833333333334
Add Black History Facts API,2021-10-02T12:37:27Z,2021-10-03T03:08:36Z,2021-10-03T03:08:36Z,1,,14.519166666666667
Add WhoIsFreaks.com,2021-10-02T12:41:32Z,,2021-10-03T02:35:58Z,1,,13.907222222222222
Added Longdo Map API,2021-10-02T12:45:17Z,2021-10-03T03:16:28Z,2021-10-03T03:16:28Z,1,,14.519722222222223
Add ipgeolocation,2021-10-02T12:47:32Z,2021-10-05T03:35:07Z,2021-10-05T03:35:07Z,3,,62.793055555555554
